CLUSTERID1	interact	CLUSTERID2	DeltaMZ	MEH	Cosine	OtherScore	ComponentIndex	SharedMotifs	topX
10677	cosine	11058	-41.015	10677.0	0.9543	10677.0	1		
10905	cosine	11155	149.107	10905.0	0.9511	10905.0	1		
11238	cosine	11658	-75.07	11238.0	0.9602	11238.0	1		
10827	cosine	11238	237.16	10827.0	0.9754	10827.0	1		
10677	cosine	10905	-146.095	10677.0	0.955	10677.0	1		
11333	cosine	12093	74.036	11333.0	0.941	11333.0	1		
10905	cosine	11851	223.142	10905.0	0.9683	10905.0	1		
11760	cosine	11920	88.053	11760.0	0.9763	11760.0	1	urine_mass2motif_159.m2m	
12407	cosine	12612	44.024	12407.0	0.9536	12407.0	1	urine_mass2motif_159.m2m	
10827	cosine	11061	132.08	10827.0	0.9676	10827.0	1		
10621	cosine	11920	-86.07	10621.0	0.9686	10621.0	1		
10905	cosine	10928	295.2	10905.0	0.9511	10905.0	1		
11273	cosine	12163	179.113	11273.0	0.9551	11273.0	1	urine_mass2motif_159.m2m,gnps_motif_15.m2m	
11153	cosine	11426	149.104	11153.0	0.941	11153.0	1		
10754	cosine	11836	-235.177	10754.0	0.9667	10754.0	1	gnps_motif_15.m2m	
10674	cosine	11551	-116.083	10674.0	0.9691	10674.0	1		
10747	cosine	12203	165.101	10747.0	0.9468	10747.0	1		
10928	cosine	11426	-14.017	10928.0	0.9648	10928.0	1		
11058	cosine	11361	-119.099	11058.0	0.9679	11058.0	1		
10855	cosine	11660	-116.083	10855.0	0.9664	10855.0	1		
11061	cosine	11238	105.08	11061.0	0.9845	11061.0	1		
11061	cosine	11920	-72.057	11061.0	0.9659	11061.0	1	urine_mass2motif_159.m2m	
10504	cosine	10674	88.052	10504.0	0.9438	10504.0	1		
10341	cosine	11233	-72.058	10341.0	0.9614	10341.0	1	gnps_motif_15.m2m	
10928	cosine	11118	88.052	10928.0	0.9663	10928.0	1		
11061	cosine	12407	-86.074	11061.0	0.961	11061.0	1	urine_mass2motif_159.m2m	
11554	cosine	12407	-89.084	11554.0	0.9488	11554.0	1		
11361	cosine	12028	74.042	11361.0	0.9586	11361.0	1	urine_mass2motif_159.m2m	
10855	cosine	11017	88.052	10855.0	0.9555	10855.0	1		
11555	cosine	11836	-102.064	11555.0	0.9604	11555.0	1	urine_mass2motif_159.m2m,gnps_motif_15.m2m	
11755	cosine	12730	-89.085	11755.0	0.9298	11755.0	1		
11234	cosine	11336	61.055	11234.0	0.9095	11234.0	1		
10687	cosine	10747	26.998	10687.0	0.9475	10687.0	1	gnps_motif_15.m2m	
10404	cosine	11233	-116.083	10404.0	0.9538	10404.0	1		
10827	cosine	12169	148.074	10827.0	0.9899	10827.0	1		
11920	cosine	12169	88.052	11920.0	0.9671	11920.0	1	urine_mass2motif_159.m2m	
11058	cosine	11851	118.062	11058.0	0.9789	11058.0	1	gnps_motif_15.m2m	
10504	cosine	11211	74.037	10504.0	0.9485	10504.0	1		
11755	cosine	12372	30.009	11755.0	0.9341	11755.0	1		
11234	cosine	11444	-129.067	11234.0	0.9268	11234.0	1	gnps_motif_15.m2m	
11238	cosine	12407	-191.154	11238.0	0.974	11238.0	1		
11061	cosine	11760	-160.111	11061.0	0.9524	11061.0	1	urine_mass2motif_159.m2m	
10543	cosine	11836	-86.072	10543.0	0.9707	10543.0	1	gnps_motif_15.m2m	
10928	cosine	11551	30.01	10928.0	0.9574	10928.0	1	gnps_motif_15.m2m	
11658	cosine	11920	-102.068	11658.0	0.9698	11658.0	1	urine_mass2motif_159.m2m	
10747	cosine	11444	-143.082	10747.0	0.9521	10747.0	1	gnps_motif_15.m2m	
11660	cosine	11851	88.052	11660.0	0.9698	11660.0	1	gnps_motif_15.m2m	
12169	cosine	12407	-102.068	12169.0	0.9697	12169.0	1	urine_mass2motif_159.m2m	
11336	cosine	12730	-147.128	11336.0	0.9237	11336.0	1		
10404	cosine	10761	176.105	10404.0	0.9445	10404.0	1		
10341	cosine	10750	-58.042	10341.0	0.9394	10341.0	1		
11361	cosine	11658	132.082	11361.0	0.9631	11361.0	1	urine_mass2motif_159.m2m	
11211	cosine	11851	-204.136	11211.0	0.9744	11211.0	1		
11836	cosine	12169	132.078	11836.0	0.9705	11836.0	1	urine_mass2motif_159.m2m,gnps_motif_15.m2m	
10596	cosine	11851	-174.125	10596.0	0.9726	10596.0	1		
10687	cosine	10855	88.052	10687.0	0.9573	10687.0	1		
11211	cosine	11333	-190.12	11211.0	0.9548	11211.0	1		
12372	cosine	12730	-119.094	12372.0	0.9365	12372.0	1		
10621	cosine	11836	-130.096	10621.0	0.9678	10621.0	1		
11273	cosine	11760	-14.018	11273.0	0.951	11273.0	1	urine_mass2motif_159.m2m,gnps_motif_15.m2m	
11554	cosine	11660	44.026	11554.0	0.9764	11554.0	1	gnps_motif_15.m2m	
10543	cosine	11760	-130.1	10543.0	0.9508	10543.0	1	gnps_motif_15.m2m	
11555	cosine	11920	-58.038	11555.0	0.9604	11555.0	1	urine_mass2motif_159.m2m	
11061	cosine	11836	-116.083	11061.0	0.9669	11061.0	1	urine_mass2motif_159.m2m	
11444	cosine	12037	30.01	11444.0	0.9709	11444.0	1	urine_mass2motif_159.m2m,gnps_motif_15.m2m	
10983	cosine	11153	88.052	10983.0	0.9489	10983.0	1		
11238	cosine	11361	-207.152	11238.0	0.9694	11238.0	1		
10621	cosine	11658	15.997	10621.0	0.9611	10621.0	1		
11658	cosine	11836	-146.093	11658.0	0.9701	11658.0	1	urine_mass2motif_159.m2m	
10596	cosine	10855	-146.093	10596.0	0.9595	10596.0	1		
11658	cosine	11660	17.027	11658.0	0.9598	11658.0	1	urine_mass2motif_159.m2m	
10621	cosine	10905	-102.067	10621.0	0.9701	10621.0	1		
11920	cosine	12407	-14.016	11920.0	0.9589	11920.0	1	urine_mass2motif_159.m2m	
11017	cosine	11333	-102.068	11017.0	0.9395	11017.0	1		
11426	cosine	11446	-251.172	11426.0	0.9441	11426.0	1		
10827	cosine	11851	267.168	10827.0	0.9625	10827.0	1		
10504	cosine	10855	-102.068	10504.0	0.9751	10504.0	1		
11955	cosine	12093	44.026	11955.0	0.9534	11955.0	1		
11118	cosine	11426	-102.069	11118.0	0.9549	11118.0	1		
11211	cosine	11679	-58.042	11211.0	0.9497	11211.0	1		
10621	cosine	10855	149.107	10621.0	0.9586	10621.0	1		
10596	cosine	11017	-58.041	10596.0	0.9484	10596.0	1		
11238	cosine	11836	-221.163	11238.0	0.9812	11238.0	1		
10754	cosine	11554	-116.084	10754.0	0.9631	10754.0	1	gnps_motif_15.m2m	
10687	cosine	10754	44.026	10687.0	0.9448	10687.0	1	gnps_motif_15.m2m	
10747	cosine	11273	-248.159	10747.0	0.9698	10747.0	1	gnps_motif_15.m2m	
11333	cosine	11955	30.01	11333.0	0.9608	11333.0	1		
11234	cosine	12215	-262.177	11234.0	0.8906	11234.0	1	gnps_motif_15.m2m	
11273	cosine	12407	60.019	11273.0	0.9774	11273.0	1	urine_mass2motif_159.m2m	
11238	cosine	11660	-58.043	11238.0	0.968	11238.0	1		
11273	cosine	11444	105.077	11273.0	0.9485	11273.0	1	urine_mass2motif_159.m2m,gnps_motif_15.m2m	
12163	cosine	12203	234.147	12163.0	0.9545	12163.0	1		
10504	cosine	11233	-160.11	10504.0	0.9543	10504.0	1		
10341	cosine	11748	-86.073	10341.0	0.9404	10341.0	1	gnps_motif_15.m2m	
10543	cosine	10621	44.024	10543.0	0.9786	10543.0	1		
10754	cosine	12612	-161.144	10754.0	0.9406	10754.0	1	gnps_motif_15.m2m	
10747	cosine	11554	-99.056	10747.0	0.968	10747.0	1	gnps_motif_15.m2m	
10596	cosine	10761	88.053	10596.0	0.9664	10596.0	1		
10596	cosine	11679	-28.031	10596.0	0.9496	10596.0	1		
11238	cosine	11920	-177.138	11238.0	0.9794	11238.0	1		
10504	cosine	11017	-14.015	10504.0	0.9586	10504.0	1		
11660	cosine	12163	-14.017	11660.0	0.9655	11660.0	1	urine_mass2motif_159.m2m,gnps_motif_15.m2m	
11660	cosine	12169	-31.043	11660.0	0.9575	11660.0	1	urine_mass2motif_159.m2m,gnps_motif_15.m2m	
10543	cosine	10905	-58.043	10543.0	0.9521	10543.0	1		
11118	cosine	11551	-58.042	11118.0	0.9458	11118.0	1		
10543	cosine	10677	88.052	10543.0	0.9588	10543.0	1		
10404	cosine	10504	44.026	10404.0	0.9821	10404.0	1		
11554	cosine	12612	-45.061	11554.0	0.9529	11554.0	1	gnps_motif_15.m2m	
10983	cosine	11446	-14.016	10983.0	0.9496	10983.0	1	gnps_motif_15.m2m	
12215	cosine	12730	176.104	12215.0	0.9596	12215.0	1	urine_mass2motif_159.m2m,gnps_motif_15.m2m	
11153	cosine	11446	-102.068	11153.0	0.9635	11153.0	1	urine_mass2motif_159.m2m	
11273	cosine	12612	104.043	11273.0	0.9673	11273.0	1	urine_mass2motif_159.m2m,gnps_motif_15.m2m	
11551	cosine	11679	44.026	11551.0	0.944	11551.0	1		
11836	cosine	11920	44.026	11836.0	0.9965	11836.0	1	urine_mass2motif_159.m2m	
11361	cosine	11836	-14.011	11361.0	0.9595	11361.0	1	urine_mass2motif_159.m2m	
10747	cosine	10754	17.028	10747.0	0.9584	10747.0	1	gnps_motif_15.m2m	
10875	cosine	11327	-58.042	10875.0	0.9161	10875.0	1		
11555	cosine	11658	44.03	11555.0	0.9762	11555.0	1	urine_mass2motif_159.m2m	
10504	cosine	10596	44.026	10504.0	0.9872	10504.0	1		
11657	cosine	12411	-116.084	11657.0	0.8325	11657.0	1		
10687	cosine	12163	-42.048	10687.0	0.9662	10687.0	1	gnps_motif_15.m2m	
10596	cosine	10928	-102.067	10596.0	0.9503	10596.0	1		
10404	cosine	10596	88.052	10404.0	0.9678	10404.0	1		
12411	cosine	12730	71.026	12411.0	0.9155	12411.0	1	urine_mass2motif_159.m2m	
10543	cosine	11920	-42.046	10543.0	0.9699	10543.0	1		
11058	cosine	11554	-14.016	11058.0	0.9756	11058.0	1	gnps_motif_15.m2m	
10761	cosine	11679	-116.084	10761.0	0.957	10761.0	1		
11361	cosine	11660	149.109	11361.0	0.9692	11361.0	1	urine_mass2motif_159.m2m	
11058	cosine	12163	15.994	11058.0	0.9531	11058.0	1	gnps_motif_15.m2m	
10761	cosine	11017	-146.094	10761.0	0.9512	10761.0	1		
12093	cosine	12163	-190.121	12093.0	0.9736	12093.0	1		
10596	cosine	11211	30.011	10596.0	0.963	10596.0	1		
11426	cosine	12028	-221.16	11426.0	0.9464	11426.0	1		
12163	cosine	12612	-75.07	12163.0	0.9681	12163.0	1	urine_mass2motif_159.m2m,gnps_motif_15.m2m	
10674	cosine	10761	44.026	10674.0	0.9247	10674.0	1		
10747	cosine	12163	-69.046	10747.0	0.971	10747.0	1	gnps_motif_15.m2m	
10855	cosine	11851	-28.032	10855.0	0.9682	10855.0	1		
10747	cosine	12612	-144.116	10747.0	0.9754	10747.0	1	gnps_motif_15.m2m	
10855	cosine	11058	-146.094	10855.0	0.9739	10855.0	1		
11233	cosine	11748	-14.016	11233.0	0.9727	11233.0	1	gnps_motif_15.m2m	
11058	cosine	11658	12.983	11058.0	0.957	11058.0	1		
11660	cosine	12028	-75.067	11660.0	0.9584	11660.0	1	urine_mass2motif_159.m2m,gnps_motif_15.m2m	
11444	cosine	11755	132.08	11444.0	0.923	11444.0	1		
11760	cosine	12372	281.183	11760.0	0.9576	11760.0	1		
11058	cosine	11211	322.198	11058.0	0.954	11058.0	1		
10404	cosine	10875	220.131	10404.0	0.9322	10404.0	1		
10687	cosine	12093	148.073	10687.0	0.9496	10687.0	1		
11444	cosine	12612	-1.034	11444.0	0.9485	11444.0	1	urine_mass2motif_159.m2m,gnps_motif_15.m2m	
10687	cosine	11760	-235.179	10687.0	0.9491	10687.0	1	gnps_motif_15.m2m	
10596	cosine	10674	44.026	10596.0	0.962	10596.0	1		
11273	cosine	12169	162.087	11273.0	0.9617	11273.0	1	urine_mass2motif_159.m2m,gnps_motif_15.m2m	
10928	cosine	11153	-163.12	10928.0	0.9668	10928.0	1		
10674	cosine	11118	-58.041	10674.0	0.9364	10674.0	1		
10623	cosine	11233	74.036	10623.0	0.9198	10623.0	1	gnps_motif_15.m2m	
10621	cosine	11851	121.076	10621.0	0.9659	10621.0	1		
11679	cosine	11851	-146.094	11679.0	0.9701	11679.0	1		
11273	cosine	11755	237.156	11273.0	0.9579	11273.0	1		
11061	cosine	12169	15.994	11061.0	0.9701	11061.0	1	urine_mass2motif_159.m2m	
10404	cosine	11748	-130.099	10404.0	0.9339	10404.0	1		
11361	cosine	12169	118.067	11361.0	0.9586	11361.0	1	urine_mass2motif_159.m2m	
10855	cosine	12093	60.021	10855.0	0.9499	10855.0	1		
10905	cosine	11361	-14.019	10905.0	0.9583	10905.0	1		
10543	cosine	11658	60.021	10543.0	0.9588	10543.0	1		
11361	cosine	11851	237.161	11361.0	0.9788	11361.0	1		
10827	cosine	10928	339.226	10827.0	0.9531	10827.0	1		
11238	cosine	12169	-89.086	11238.0	0.9819	11238.0	1		
10827	cosine	12407	46.006	10827.0	0.9515	10827.0	1		
10674	cosine	10928	-146.094	10674.0	0.9578	10674.0	1		
10687	cosine	12372	46.005	10687.0	0.9408	10687.0	1		
10504	cosine	10761	132.079	10504.0	0.9706	10504.0	1		
11446	cosine	11551	295.199	11446.0	0.9415	11446.0	1	gnps_motif_15.m2m	
10404	cosine	10855	-58.041	10404.0	0.9571	10404.0	1		
11017	cosine	11679	30.01	11017.0	0.9417	11017.0	1		
11058	cosine	12028	-45.057	11058.0	0.9561	11058.0	1	gnps_motif_15.m2m	
10543	cosine	10827	-102.069	10543.0	0.9491	10543.0	1		
11327	cosine	11789	-58.042	11327.0	0.9418	11327.0	1		
10621	cosine	10677	44.028	10621.0	0.9779	10621.0	1		
11061	cosine	11361	-102.072	11061.0	0.9593	11061.0	1	urine_mass2motif_159.m2m	
11684	cosine	11760	44.026	11684.0	0.9452	11684.0	1	urine_mass2motif_159.m2m,gnps_motif_15.m2m	
11336	cosine	12215	-323.232	11336.0	0.9497	11336.0	1		
7184	cosine	7398	0.088	7184.0	0.8816	7184.0	2		
8411	cosine	11331	-49.005	8411.0	0.8921	8411.0	5		
13578	cosine	13775	0.0	13578.0	0.9798	13578.0	5		
9459	cosine	12244	-56.062	9459.0	0.9307	9459.0	5		
10751	cosine	11517	-14.016	10751.0	0.9386	10751.0	5		
9459	cosine	12458	-38.052	9459.0	0.9402	9459.0	5		
12244	cosine	12458	18.011	12244.0	0.9662	12244.0	5		
12464	cosine	13774	-28.031	12464.0	0.9319	12464.0	5		
10751	cosine	12244	-28.031	10751.0	0.9026	10751.0	5		
11517	cosine	13760	50.0	11517.0	0.9101	11517.0	5		
11331	cosine	13575	-42.047	11331.0	0.8864	11331.0	5		
13400	cosine	13760	-28.031	13400.0	0.9694	13400.0	5		
9459	cosine	13775	-66.083	9459.0	0.9036	9459.0	5		
12244	cosine	12464	0.0	12244.0	0.9851	12244.0	5		
12243	cosine	13578	-28.031	12243.0	0.9737	12243.0	5		
8920	cosine	13555	-84.094	8920.0	0.8816	8920.0	5		
8920	cosine	13400	-56.062	8920.0	0.8871	8920.0	5		
11517	cosine	13774	-42.047	11517.0	0.9196	11517.0	5		
12244	cosine	13774	-28.031	12244.0	0.9452	12244.0	5		
9459	cosine	10751	-28.031	9459.0	0.9079	9459.0	5		
12255	cosine	12464	-92.047	12255.0	0.9264	12255.0	5		
12472	cosine	13555	-28.031	12472.0	0.9896	12472.0	5		
10751	cosine	12464	-28.031	10751.0	0.9093	10751.0	5		
11517	cosine	13575	-42.047	11517.0	0.9179	11517.0	5		
12458	cosine	13578	-28.031	12458.0	0.9268	12458.0	5		
9459	cosine	12472	35.985	9459.0	0.906	9459.0	5		
12255	cosine	13555	-28.031	12255.0	0.9239	12255.0	5		
12458	cosine	12464	-18.01	12458.0	0.9597	12458.0	5		
9459	cosine	13575	-84.094	9459.0	0.9244	9459.0	5		
12255	cosine	13578	-102.068	12255.0	0.9003	12255.0	5		
12472	cosine	13400	0.0	12472.0	0.9697	12472.0	5		
12464	cosine	13575	-28.031	12464.0	0.9853	12464.0	5		
13578	cosine	13760	74.037	13578.0	0.9052	13578.0	5		
12458	cosine	13775	-28.031	12458.0	0.8958	12458.0	5		
8411	cosine	10751	-34.99	8411.0	0.9958	8411.0	5		
12458	cosine	13760	46.005	12458.0	0.8834	12458.0	5		
12255	cosine	13760	-28.031	12255.0	0.9073	12255.0	5		
9459	cosine	12464	-56.062	9459.0	0.9295	9459.0	5		
8411	cosine	11517	-49.005	8411.0	0.9258	8411.0	5		
12255	cosine	13575	-120.079	12255.0	0.9166	12255.0	5		
12472	cosine	13578	-102.068	12472.0	0.908	12472.0	5		
11331	cosine	13555	50.0	11331.0	0.8889	11331.0	5		
12472	cosine	13775	-102.068	12472.0	0.8966	12472.0	5		
13555	cosine	13760	0.0	13555.0	0.9846	13555.0	5		
12255	cosine	13775	-102.068	12255.0	0.9158	12255.0	5		
8411	cosine	13774	-91.052	8411.0	0.8796	8411.0	5		
9459	cosine	13555	7.953	9459.0	0.9177	9459.0	5		
12458	cosine	12472	74.037	12458.0	0.8869	12458.0	5		
12255	cosine	12472	0.0	12255.0	0.9141	12255.0	5		
13400	cosine	13578	-102.068	13400.0	0.8862	13400.0	5		
11331	cosine	12464	-14.016	11331.0	0.9229	11331.0	5		
12458	cosine	13575	-46.042	12458.0	0.9217	12458.0	5		
13760	cosine	13775	-74.037	13760.0	0.8869	13760.0	5		
9459	cosine	12255	35.985	9459.0	0.992	9459.0	5		
11517	cosine	12464	-14.016	11517.0	0.9457	11517.0	5		
11331	cosine	13774	-42.047	11331.0	0.8827	11331.0	5		
7003	cosine	8411	-28.031	7003.0	0.933	7003.0	5		
12243	cosine	13775	-28.031	12243.0	0.9912	12243.0	5		
12472	cosine	13760	-28.031	12472.0	0.9968	12472.0	5		
13400	cosine	13775	-102.068	13400.0	0.873	13400.0	5		
12244	cosine	13575	-28.031	12244.0	0.983	12244.0	5		
10751	cosine	13575	-56.063	10751.0	0.9229	10751.0	5		
9459	cosine	13760	7.954	9459.0	0.9015	9459.0	5		
12244	cosine	12255	92.047	12244.0	0.9264	12244.0	5		
11331	cosine	12244	-14.016	11331.0	0.9314	11331.0	5		
12255	cosine	12458	-74.037	12255.0	0.9413	12255.0	5		
11517	cosine	13578	-24.036	11517.0	0.8982	11517.0	5		
13555	cosine	13775	-74.037	13555.0	0.9054	13555.0	5		
10751	cosine	13774	-56.063	10751.0	0.9275	10751.0	5		
13400	cosine	13555	-28.031	13400.0	0.9592	13400.0	5		
11517	cosine	12472	78.032	11517.0	0.903	11517.0	5		
13555	cosine	13578	-74.037	13555.0	0.8904	13555.0	5		
13575	cosine	13774	0.0	13575.0	0.9139	13575.0	5		
11331	cosine	11517	-0.0	11331.0	0.97	11331.0	5		
10751	cosine	11331	-14.015	10751.0	0.9134	10751.0	5		
11517	cosine	12244	-14.016	11517.0	0.9586	11517.0	5		
8768	cosine	11052	-14.016	8768.0	0.9049	8768.0	6		
11052	cosine	13589	2.016	11052.0	0.9036	11052.0	6		
9356	cosine	11318	-28.031	9356.0	0.9562	9356.0	6		
8768	cosine	9356	-14.016	8768.0	0.9479	8768.0	6		
9356	cosine	11052	0.0	9356.0	0.9118	9356.0	6		
9503	cosine	14049	-31.99	9503.0	0.9102	9503.0	6		
9356	cosine	9503	-28.031	9356.0	0.9046	9356.0	6		
13877	cosine	14049	-0.0	13877.0	0.9054	13877.0	6		
10039	cosine	11052	14.016	10039.0	0.9173	10039.0	6		
10039	cosine	12502	-14.016	10039.0	0.9389	10039.0	6		
62	cosine	160	0.037	62.0	0.9523	62.0	7		
6280	cosine	14306	1.008	6280.0	0.7236	6280.0	8		
6956	cosine	14306	17.003	6956.0	0.8326	6956.0	8		
6956	cosine	14315	15.997	6956.0	0.8809	6956.0	8		
6280	cosine	6956	-15.995	6280.0	0.8167	6280.0	8		
985	cosine	7543	-0.036	985.0	0.8788	985.0	10		
2630	cosine	4433	-0.0	2630.0	0.8569	2630.0	10		
985	cosine	5221	-0.036	985.0	0.894	985.0	10		
3093	cosine	5221	-2.016	3093.0	0.8453	3093.0	10		
2630	cosine	5221	-0.0	2630.0	0.8652	2630.0	10		
3682	cosine	5221	-0.0	3682.0	0.9245	3682.0	10		
5221	cosine	7543	0.0	5221.0	0.9425	5221.0	10		
9822	cosine	11647	48.917	9822.0	0.9978	9822.0	11		
9193	cosine	10886	-44.027	9193.0	0.9878	9193.0	11		
12515	cosine	12528	17.026	12515.0	0.9918	12515.0	11		
10345	cosine	11647	-42.046	10345.0	0.9924	10345.0	11		
11647	cosine	14010	-28.032	11647.0	0.9932	11647.0	11		
10942	cosine	12561	-28.031	10942.0	0.9948	10942.0	11		
12704	cosine	14010	-14.016	12704.0	0.9974	12704.0	11		
12561	cosine	12704	-14.015	12561.0	0.9879	12561.0	11		
10585	cosine	12561	-14.016	10585.0	0.985	10585.0	11		
10345	cosine	10585	-28.031	10345.0	0.998	10345.0	11		
10585	cosine	14010	-42.047	10585.0	0.9976	10585.0	11		
10585	cosine	11647	-14.015	10585.0	0.995	10585.0	11		
9193	cosine	10585	-14.016	9193.0	0.989	9193.0	11		
12515	cosine	14032	-14.016	12515.0	0.9996	12515.0	11		
10345	cosine	12704	-56.062	10345.0	0.9949	10345.0	11		
11742	cosine	12704	-28.031	11742.0	0.9929	11742.0	11		
9822	cosine	12561	48.916	9822.0	0.9946	9822.0	11		
9822	cosine	10585	62.932	9822.0	0.9927	9822.0	11		
12528	cosine	13573	44.026	12528.0	0.9896	12528.0	11		
9822	cosine	14010	20.885	9822.0	0.9918	9822.0	11		
10345	cosine	11742	-28.031	10345.0	0.9974	10345.0	11		
11647	cosine	12704	-14.016	11647.0	0.995	11647.0	11		
9739	cosine	13573	-70.078	9739.0	0.9891	9739.0	11		
10942	cosine	11742	-14.016	10942.0	0.9875	10942.0	11		
9739	cosine	10409	-14.016	9739.0	0.9889	9739.0	11		
9193	cosine	9822	-76.948	9193.0	0.9987	9193.0	11		
9822	cosine	10345	90.963	9822.0	0.988	9822.0	11		
10585	cosine	11742	-0.0	10585.0	0.9963	10585.0	11		
10593	cosine	12528	-28.031	10593.0	0.9924	10593.0	11		
12561	cosine	14010	-28.031	12561.0	0.9876	12561.0	11		
9193	cosine	10942	-0.001	9193.0	0.9943	9193.0	11		
10593	cosine	14032	-59.074	10593.0	0.996	10593.0	11		
10345	cosine	14010	-70.078	10345.0	0.993	10345.0	11		
10942	cosine	11647	-28.031	10942.0	0.993	10942.0	11		
9822	cosine	11742	62.932	9822.0	0.9932	9822.0	11		
14010	cosine	14032	44.026	14010.0	0.9938	14010.0	11		
11742	cosine	14010	-42.047	11742.0	0.9897	11742.0	11		
9193	cosine	12561	-28.032	9193.0	0.9968	9193.0	11		
10593	cosine	12515	-45.058	10593.0	0.9964	10593.0	11		
12515	cosine	12704	-44.026	12515.0	0.9962	12515.0	11		
9193	cosine	11647	-28.032	9193.0	0.9981	9193.0	11		
9193	cosine	11742	-14.016	9193.0	0.9927	9193.0	11		
9822	cosine	12704	34.901	9822.0	0.9915	9822.0	11		
9822	cosine	10942	76.948	9822.0	0.9892	9822.0	11		
9193	cosine	14010	-56.064	9193.0	0.9875	9193.0	11		
10585	cosine	12704	-28.031	10585.0	0.9974	10585.0	11		
11647	cosine	12561	-0.0	11647.0	0.9962	11647.0	11		
9193	cosine	12704	-42.047	9193.0	0.9897	9193.0	11		
10409	cosine	13573	-56.062	10409.0	0.9985	10409.0	11		
12528	cosine	14032	-31.043	12528.0	0.9942	12528.0	11		
11371	cosine	11754	0.023	11371.0	0.9142	11371.0	12		
10953	cosine	12257	0.023	10953.0	0.9249	10953.0	12		
10953	cosine	11754	0.023	10953.0	0.9476	10953.0	12		
10953	cosine	11687	0.0	10953.0	0.9986	10953.0	12	urine_mass2motif_18.m2m	
11687	cosine	12733	0.023	11687.0	0.9977	11687.0	12		
11687	cosine	11754	0.023	11687.0	0.9494	11687.0	12		
11754	cosine	12257	0.0	11754.0	0.8879	11754.0	12		
10953	cosine	12733	0.023	10953.0	0.9966	10953.0	12		
11371	cosine	11687	0.0	11371.0	0.9643	11371.0	12	urine_mass2motif_18.m2m	
11371	cosine	12257	0.023	11371.0	0.9149	11371.0	12		
11754	cosine	12733	0.0	11754.0	0.9385	11754.0	12		
11687	cosine	12257	0.023	11687.0	0.9213	11687.0	12		
10953	cosine	11371	0.0	10953.0	0.9724	10953.0	12	urine_mass2motif_18.m2m	
11371	cosine	12733	0.023	11371.0	0.9561	11371.0	12		
12257	cosine	12733	0.0	12257.0	0.9071	12257.0	12		
9236	cosine	11497	-0.0	9236.0	0.9027	9236.0	14		
11497	cosine	13364	-14.016	11497.0	0.7957	11497.0	14		
9236	cosine	13364	-14.016	9236.0	0.7802	9236.0	14		
8797	cosine	11497	-12.0	8797.0	0.8451	8797.0	14		
12737	cosine	12776	-44.026	12737.0	0.9919	12737.0	15		
11765	cosine	12776	30.01	11765.0	0.9954	11765.0	15		
11765	cosine	12737	74.036	11765.0	0.992	11765.0	15		
10930	cosine	11765	-31.042	10930.0	0.9954	10930.0	15		
10930	cosine	12776	-1.032	10930.0	0.9867	10930.0	15		
12753	cosine	14522	-56.063	12753.0	0.9567	12753.0	16		
13942	cosine	14522	-28.031	13942.0	0.9148	13942.0	16		
3875	cosine	4683	-0.036	3875.0	0.882	3875.0	17		
271	cosine	4683	-0.036	271.0	0.8228	271.0	17		
1242	cosine	4683	0.0	1242.0	0.888	1242.0	17		
954	cosine	5755	0.0	954.0	0.8496	954.0	17		
2963	cosine	3875	0.0	2963.0	0.8252	2963.0	17		
954	cosine	2004	-0.036	954.0	0.8608	954.0	17		
3875	cosine	5755	0.0	3875.0	0.8561	3875.0	17		
954	cosine	3875	0.0	954.0	0.942	954.0	17		
2004	cosine	3875	0.036	2004.0	0.8688	2004.0	17		
271	cosine	2004	-0.036	271.0	0.8592	271.0	17		
446	cosine	4683	-0.036	446.0	0.8669	446.0	17		
3875	cosine	4509	-0.015	3875.0	0.8206	3875.0	17		
1532	cosine	4509	0.021	1532.0	0.868	1532.0	17		
4509	cosine	4683	-0.021	4509.0	0.8979	4509.0	17		
4683	cosine	5755	0.036	4683.0	0.8498	4683.0	17		
9409	cosine	11690	0.0	9409.0	0.9477	9409.0	18		
11553	cosine	11690	0.984	11553.0	0.9122	11553.0	18		
8227	cosine	10298	0.0	8227.0	0.9017	8227.0	18		
8227	cosine	10432	0.0	8227.0	0.9588	8227.0	18		
9113	cosine	9121	18.011	9113.0	0.9295	9113.0	18		
9121	cosine	10432	-14.016	9121.0	0.9655	9121.0	18		
10298	cosine	10432	0.0	10298.0	0.9134	10298.0	18		
8227	cosine	9121	14.016	8227.0	0.925	8227.0	18		
8227	cosine	11553	-28.031	8227.0	0.9264	8227.0	18		
3665	cosine	5483	-100.052	3665.0	0.7499	3665.0	21	urine_mass2motif_159.m2m	
1120	cosine	1387	-30.011	1120.0	0.8754	1120.0	22		
4821	cosine	6813	-0.057	4821.0	0.7493	4821.0	22		
3250	cosine	4316	-26.016	3250.0	0.7572	3250.0	22		
2782	cosine	2789	-167.08	2782.0	0.8723	2782.0	22		
3221	cosine	3250	36.022	3221.0	0.9302	3221.0	22		
4407	cosine	6813	-14.037	4407.0	0.8765	4407.0	22		
3243	cosine	3250	18.011	3243.0	0.8555	3243.0	22		
968	cosine	1948	-74.036	968.0	0.828	968.0	22		
3415	cosine	3623	0.0	3415.0	0.9396	3415.0	22		
2789	cosine	3055	132.043	2789.0	0.936	2789.0	22		
3431	cosine	3623	18.011	3431.0	0.8969	3431.0	22		
2177	cosine	2183	-18.012	2177.0	0.7971	2177.0	22		
