CLUSTERID1	interact	CLUSTERID2	DeltaMZ	MEH	Cosine	OtherScore	ComponentIndex	SharedMotifs	topX
9290	cosine	9290	0.0	1.0	1.0	1.0	-1		
10900	cosine	10900	0.0	1.0	1.0	1.0	-1		
12611	cosine	12611	0.0	1.0	1.0	1.0	-1		
14075	cosine	14075	0.0	1.0	1.0	1.0	-1		
11923	cosine	11923	0.0	1.0	1.0	1.0	-1	gnps_motif_15.m2m	
1084	cosine	1084	0.0	1.0	1.0	1.0	-1		
13349	cosine	13349	0.0	1.0	1.0	1.0	-1		
12530	cosine	12530	0.0	1.0	1.0	1.0	-1		
11228	cosine	11228	0.0	1.0	1.0	1.0	-1		
11823	cosine	11823	0.0	1.0	1.0	1.0	-1		
7119	cosine	7119	0.0	1.0	1.0	1.0	-1		
10389	cosine	10389	0.0	1.0	1.0	1.0	-1		
13073	cosine	13073	0.0	1.0	1.0	1.0	-1	urine_mass2motif_159.m2m,gnps_motif_15.m2m	
13984	cosine	13984	0.0	1.0	1.0	1.0	-1		
10457	cosine	10457	0.0	1.0	1.0	1.0	-1		
14372	cosine	14372	0.0	1.0	1.0	1.0	-1		
14112	cosine	14112	0.0	1.0	1.0	1.0	-1	urine_mass2motif_159.m2m	
13347	cosine	13347	0.0	1.0	1.0	1.0	-1		
12995	cosine	12995	0.0	1.0	1.0	1.0	-1		
1197	cosine	1197	0.0	1.0	1.0	1.0	-1		
7775	cosine	7775	0.0	1.0	1.0	1.0	-1	urine_mass2motif_93.m2m	
8605	cosine	8605	0.0	1.0	1.0	1.0	-1	urine_mass2motif_93.m2m	
2666	cosine	2666	0.0	1.0	1.0	1.0	-1	gnps_motif_3.m2m	
10448	cosine	10448	0.0	1.0	1.0	1.0	-1		
9965	cosine	9965	0.0	1.0	1.0	1.0	-1		
11004	cosine	11004	0.0	1.0	1.0	1.0	-1		
14405	cosine	14405	0.0	1.0	1.0	1.0	-1	urine_mass2motif_159.m2m	
12353	cosine	12353	0.0	1.0	1.0	1.0	-1		
9922	cosine	9922	0.0	1.0	1.0	1.0	-1		
11452	cosine	11452	0.0	1.0	1.0	1.0	-1		
10248	cosine	10248	0.0	1.0	1.0	1.0	-1		
8329	cosine	8329	0.0	1.0	1.0	1.0	-1		
5210	cosine	5210	0.0	1.0	1.0	1.0	-1		
7756	cosine	7756	0.0	1.0	1.0	1.0	-1		
12905	cosine	12905	0.0	1.0	1.0	1.0	-1		
14468	cosine	14468	0.0	1.0	1.0	1.0	-1		
14152	cosine	14152	0.0	1.0	1.0	1.0	-1	urine_mass2motif_159.m2m	
13922	cosine	13922	0.0	1.0	1.0	1.0	-1		
11611	cosine	11611	0.0	1.0	1.0	1.0	-1		
12109	cosine	12109	0.0	1.0	1.0	1.0	-1		
9925	cosine	9925	0.0	1.0	1.0	1.0	-1		
4883	cosine	4883	0.0	1.0	1.0	1.0	-1		
13884	cosine	13884	0.0	1.0	1.0	1.0	-1		
5835	cosine	5835	0.0	1.0	1.0	1.0	-1		
6273	cosine	6273	0.0	1.0	1.0	1.0	-1		
7043	cosine	7043	0.0	1.0	1.0	1.0	-1		
8463	cosine	8463	0.0	1.0	1.0	1.0	-1	gnps_motif_21.m2m	
11362	cosine	11362	0.0	1.0	1.0	1.0	-1	gnps_motif_21.m2m	
13927	cosine	13927	0.0	1.0	1.0	1.0	-1		
13720	cosine	13720	0.0	1.0	1.0	1.0	-1		
12866	cosine	12866	0.0	1.0	1.0	1.0	-1		
13026	cosine	13026	0.0	1.0	1.0	1.0	-1		
13930	cosine	13930	0.0	1.0	1.0	1.0	-1		
9385	cosine	9385	0.0	1.0	1.0	1.0	-1		
11054	cosine	11054	0.0	1.0	1.0	1.0	-1		
10902	cosine	10902	0.0	1.0	1.0	1.0	-1	gnps_motif_15.m2m	
6212	cosine	6212	0.0	1.0	1.0	1.0	-1		
9915	cosine	9915	0.0	1.0	1.0	1.0	-1		
8268	cosine	8268	0.0	1.0	1.0	1.0	-1		
14465	cosine	14465	0.0	1.0	1.0	1.0	-1		
14253	cosine	14253	0.0	1.0	1.0	1.0	-1		
12297	cosine	12297	0.0	1.0	1.0	1.0	-1		
13256	cosine	13256	0.0	1.0	1.0	1.0	-1		
14698	cosine	14698	0.0	1.0	1.0	1.0	-1		
13222	cosine	13222	0.0	1.0	1.0	1.0	-1		
5157	cosine	5157	0.0	1.0	1.0	1.0	-1		
10449	cosine	10449	0.0	1.0	1.0	1.0	-1	gnps_motif_15.m2m	
12166	cosine	12166	0.0	1.0	1.0	1.0	-1		
12566	cosine	12566	0.0	1.0	1.0	1.0	-1		
10280	cosine	10280	0.0	1.0	1.0	1.0	-1		
12977	cosine	12977	0.0	1.0	1.0	1.0	-1		
13696	cosine	13696	0.0	1.0	1.0	1.0	-1		
13339	cosine	13339	0.0	1.0	1.0	1.0	-1		
11926	cosine	11926	0.0	1.0	1.0	1.0	-1	urine_mass2motif_159.m2m	
14417	cosine	14417	0.0	1.0	1.0	1.0	-1	urine_mass2motif_159.m2m	
1873	cosine	1873	0.0	1.0	1.0	1.0	-1		
11392	cosine	11392	0.0	1.0	1.0	1.0	-1	urine_mass2motif_159.m2m	
13631	cosine	13631	0.0	1.0	1.0	1.0	-1		
12320	cosine	12320	0.0	1.0	1.0	1.0	-1		
11059	cosine	11059	0.0	1.0	1.0	1.0	-1		
10307	cosine	10307	0.0	1.0	1.0	1.0	-1		
14611	cosine	14611	0.0	1.0	1.0	1.0	-1		
14052	cosine	14052	0.0	1.0	1.0	1.0	-1		
10446	cosine	10446	0.0	1.0	1.0	1.0	-1		
1622	cosine	1622	0.0	1.0	1.0	1.0	-1		
2034	cosine	2034	0.0	1.0	1.0	1.0	-1		
2437	cosine	2437	0.0	1.0	1.0	1.0	-1		
12104	cosine	12104	0.0	1.0	1.0	1.0	-1		
13387	cosine	13387	0.0	1.0	1.0	1.0	-1		
13202	cosine	13202	0.0	1.0	1.0	1.0	-1		
13414	cosine	13414	0.0	1.0	1.0	1.0	-1	urine_mass2motif_159.m2m	
13753	cosine	13753	0.0	1.0	1.0	1.0	-1		
9128	cosine	9128	0.0	1.0	1.0	1.0	-1		
8751	cosine	8751	0.0	1.0	1.0	1.0	-1		
11849	cosine	11849	0.0	1.0	1.0	1.0	-1	gnps_motif_170.m2m	
14413	cosine	14413	0.0	1.0	1.0	1.0	-1	urine_mass2motif_159.m2m	
8003	cosine	8003	0.0	1.0	1.0	1.0	-1		
9964	cosine	9964	0.0	1.0	1.0	1.0	-1		
9771	cosine	9771	0.0	1.0	1.0	1.0	-1		
11779	cosine	11779	0.0	1.0	1.0	1.0	-1		
13367	cosine	13367	0.0	1.0	1.0	1.0	-1		
14038	cosine	14038	0.0	1.0	1.0	1.0	-1		
11369	cosine	11369	0.0	1.0	1.0	1.0	-1	urine_mass2motif_159.m2m,gnps_motif_15.m2m	
9773	cosine	9773	0.0	1.0	1.0	1.0	-1		
9154	cosine	9154	0.0	1.0	1.0	1.0	-1		
11404	cosine	11404	0.0	1.0	1.0	1.0	-1		
12657	cosine	12657	0.0	1.0	1.0	1.0	-1		
11718	cosine	11718	0.0	1.0	1.0	1.0	-1		
14268	cosine	14268	0.0	1.0	1.0	1.0	-1		
9926	cosine	9926	0.0	1.0	1.0	1.0	-1		
9496	cosine	9496	0.0	1.0	1.0	1.0	-1		
10920	cosine	10920	0.0	1.0	1.0	1.0	-1		
12408	cosine	12408	0.0	1.0	1.0	1.0	-1		
7570	cosine	7570	0.0	1.0	1.0	1.0	-1		
14165	cosine	14165	0.0	1.0	1.0	1.0	-1		
13888	cosine	13888	0.0	1.0	1.0	1.0	-1		
13199	cosine	13199	0.0	1.0	1.0	1.0	-1		
14414	cosine	14414	0.0	1.0	1.0	1.0	-1	urine_mass2motif_159.m2m	
2179	cosine	2179	0.0	1.0	1.0	1.0	-1		
1577	cosine	1577	0.0	1.0	1.0	1.0	-1		
12327	cosine	12327	0.0	1.0	1.0	1.0	-1	gnps_motif_170.m2m	
14344	cosine	14344	0.0	1.0	1.0	1.0	-1		
13890	cosine	13890	0.0	1.0	1.0	1.0	-1		
442	cosine	442	0.0	1.0	1.0	1.0	-1		
13891	cosine	13891	0.0	1.0	1.0	1.0	-1		
12543	cosine	12543	0.0	1.0	1.0	1.0	-1		
11835	cosine	11835	0.0	1.0	1.0	1.0	-1	gnps_motif_15.m2m	
14420	cosine	14420	0.0	1.0	1.0	1.0	-1	urine_mass2motif_159.m2m	
10081	cosine	10081	0.0	1.0	1.0	1.0	-1		
6042	cosine	6042	0.0	1.0	1.0	1.0	-1		
7144	cosine	7144	0.0	1.0	1.0	1.0	-1		
11240	cosine	11240	0.0	1.0	1.0	1.0	-1		
10342	cosine	10342	0.0	1.0	1.0	1.0	-1		
12994	cosine	12994	0.0	1.0	1.0	1.0	-1	urine_mass2motif_159.m2m,gnps_motif_15.m2m	
11799	cosine	11799	0.0	1.0	1.0	1.0	-1	urine_mass2motif_159.m2m	
12521	cosine	12521	0.0	1.0	1.0	1.0	-1		
8579	cosine	8579	0.0	1.0	1.0	1.0	-1		
8186	cosine	8186	0.0	1.0	1.0	1.0	-1		
14424	cosine	14424	0.0	1.0	1.0	1.0	-1		
12567	cosine	12567	0.0	1.0	1.0	1.0	-1		
12991	cosine	12991	0.0	1.0	1.0	1.0	-1		
11837	cosine	11837	0.0	1.0	1.0	1.0	-1		
11368	cosine	11368	0.0	1.0	1.0	1.0	-1	urine_mass2motif_159.m2m	
8985	cosine	8985	0.0	1.0	1.0	1.0	-1		
9390	cosine	9390	0.0	1.0	1.0	1.0	-1		
9088	cosine	9088	0.0	1.0	1.0	1.0	-1	gnps_motif_48.m2m	
7744	cosine	7744	0.0	1.0	1.0	1.0	-1		
8293	cosine	8293	0.0	1.0	1.0	1.0	-1		
12538	cosine	12538	0.0	1.0	1.0	1.0	-1		
12844	cosine	12844	0.0	1.0	1.0	1.0	-1		
14371	cosine	14371	0.0	1.0	1.0	1.0	-1		
1476	cosine	1476	0.0	1.0	1.0	1.0	-1		
12005	cosine	12005	0.0	1.0	1.0	1.0	-1		
9815	cosine	9815	0.0	1.0	1.0	1.0	-1	urine_mass2motif_159.m2m	
9393	cosine	9393	0.0	1.0	1.0	1.0	-1		
9883	cosine	9883	0.0	1.0	1.0	1.0	-1		
7887	cosine	7887	0.0	1.0	1.0	1.0	-1		
8456	cosine	8456	0.0	1.0	1.0	1.0	-1		
13729	cosine	13729	0.0	1.0	1.0	1.0	-1		
14361	cosine	14361	0.0	1.0	1.0	1.0	-1		
12337	cosine	12337	0.0	1.0	1.0	1.0	-1		
13193	cosine	13193	0.0	1.0	1.0	1.0	-1		
12067	cosine	12067	0.0	1.0	1.0	1.0	-1		
11558	cosine	11558	0.0	1.0	1.0	1.0	-1		
12423	cosine	12423	0.0	1.0	1.0	1.0	-1		
10501	cosine	10501	0.0	1.0	1.0	1.0	-1		
12780	cosine	12780	0.0	1.0	1.0	1.0	-1		
12760	cosine	12760	0.0	1.0	1.0	1.0	-1		
13270	cosine	13270	0.0	1.0	1.0	1.0	-1		
14267	cosine	14267	0.0	1.0	1.0	1.0	-1		
14696	cosine	14696	0.0	1.0	1.0	1.0	-1		
13177	cosine	13177	0.0	1.0	1.0	1.0	-1		
9602	cosine	9602	0.0	1.0	1.0	1.0	-1		
10375	cosine	10375	0.0	1.0	1.0	1.0	-1	gnps_motif_15.m2m	
14497	cosine	14497	0.0	1.0	1.0	1.0	-1	urine_mass2motif_159.m2m	
7438	cosine	7438	0.0	1.0	1.0	1.0	-1		
10335	cosine	10335	0.0	1.0	1.0	1.0	-1		
10997	cosine	10997	0.0	1.0	1.0	1.0	-1		
10060	cosine	10060	0.0	1.0	1.0	1.0	-1		
14260	cosine	14260	0.0	1.0	1.0	1.0	-1		
12321	cosine	12321	0.0	1.0	1.0	1.0	-1	urine_mass2motif_159.m2m,gnps_motif_15.m2m	
13574	cosine	13574	0.0	1.0	1.0	1.0	-1		
13348	cosine	13348	0.0	1.0	1.0	1.0	-1		
11838	cosine	11838	0.0	1.0	1.0	1.0	-1		
14557	cosine	14557	0.0	1.0	1.0	1.0	-1	urine_mass2motif_159.m2m	
14427	cosine	14427	0.0	1.0	1.0	1.0	-1	urine_mass2motif_159.m2m	
1619	cosine	1619	0.0	1.0	1.0	1.0	-1		
13842	cosine	13842	0.0	1.0	1.0	1.0	-1		
1051	cosine	1051	0.0	1.0	1.0	1.0	-1		
2045	cosine	2045	0.0	1.0	1.0	1.0	-1		
13845	cosine	13845	0.0	1.0	1.0	1.0	-1		
13771	cosine	13771	0.0	1.0	1.0	1.0	-1		
13594	cosine	13594	0.0	1.0	1.0	1.0	-1		
13972	cosine	13972	0.0	1.0	1.0	1.0	-1		
8765	cosine	8765	0.0	1.0	1.0	1.0	-1		
7569	cosine	7569	0.0	1.0	1.0	1.0	-1		
13855	cosine	13855	0.0	1.0	1.0	1.0	-1		
14406	cosine	14406	0.0	1.0	1.0	1.0	-1		
426	cosine	426	0.0	1.0	1.0	1.0	-1		
5555	cosine	5555	0.0	1.0	1.0	1.0	-1	gnps_motif_34.m2m	
9909	cosine	9909	0.0	1.0	1.0	1.0	-1		
11730	cosine	11730	0.0	1.0	1.0	1.0	-1		
9493	cosine	9493	0.0	1.0	1.0	1.0	-1		
13749	cosine	13749	0.0	1.0	1.0	1.0	-1		
9153	cosine	9153	0.0	1.0	1.0	1.0	-1		
12328	cosine	12328	0.0	1.0	1.0	1.0	-1	urine_mass2motif_159.m2m	
12194	cosine	12194	0.0	1.0	1.0	1.0	-1		
9884	cosine	9884	0.0	1.0	1.0	1.0	-1		
9146	cosine	9146	0.0	1.0	1.0	1.0	-1		
12425	cosine	12425	0.0	1.0	1.0	1.0	-1		
14460	cosine	14460	0.0	1.0	1.0	1.0	-1		
13626	cosine	13626	0.0	1.0	1.0	1.0	-1		
12434	cosine	12434	0.0	1.0	1.0	1.0	-1		
12335	cosine	12335	0.0	1.0	1.0	1.0	-1		
14524	cosine	14524	0.0	1.0	1.0	1.0	-1	urine_mass2motif_159.m2m	
7565	cosine	7565	0.0	1.0	1.0	1.0	-1		
2270	cosine	2270	0.0	1.0	1.0	1.0	-1		
8151	cosine	8151	0.0	1.0	1.0	1.0	-1		
12997	cosine	12997	0.0	1.0	1.0	1.0	-1		
14169	cosine	14169	0.0	1.0	1.0	1.0	-1		
13999	cosine	13999	0.0	1.0	1.0	1.0	-1	urine_mass2motif_159.m2m	
12322	cosine	12322	0.0	1.0	1.0	1.0	-1	urine_mass2motif_159.m2m	
2440	cosine	2440	0.0	1.0	1.0	1.0	-1		
10338	cosine	10338	0.0	1.0	1.0	1.0	-1		
10924	cosine	10924	0.0	1.0	1.0	1.0	-1		
11540	cosine	11540	0.0	1.0	1.0	1.0	-1		
13141	cosine	13141	0.0	1.0	1.0	1.0	-1		
1924	cosine	1924	0.0	1.0	1.0	1.0	-1		
8228	cosine	8228	0.0	1.0	1.0	1.0	-1		
14510	cosine	14510	0.0	1.0	1.0	1.0	-1	urine_mass2motif_159.m2m	
14264	cosine	14264	0.0	1.0	1.0	1.0	-1		
13952	cosine	13952	0.0	1.0	1.0	1.0	-1		
11732	cosine	11732	0.0	1.0	1.0	1.0	-1	urine_mass2motif_159.m2m	
9530	cosine	9530	0.0	1.0	1.0	1.0	-1		
12395	cosine	12395	0.0	1.0	1.0	1.0	-1		
2140	cosine	2140	0.0	1.0	1.0	1.0	-1	gnps_motif_7.m2m,gnps_motif_14.m2m	
11775	cosine	11775	0.0	1.0	1.0	1.0	-1		
2138	cosine	2138	0.0	1.0	1.0	1.0	-1	gnps_motif_7.m2m,gnps_motif_14.m2m	
10094	cosine	10094	0.0	1.0	1.0	1.0	-1		
13345	cosine	13345	0.0	1.0	1.0	1.0	-1		
12557	cosine	12557	0.0	1.0	1.0	1.0	-1		
8122	cosine	8122	0.0	1.0	1.0	1.0	-1		
8889	cosine	8889	0.0	1.0	1.0	1.0	-1		
11136	cosine	11136	0.0	1.0	1.0	1.0	-1		
12925	cosine	12925	0.0	1.0	1.0	1.0	-1	urine_mass2motif_159.m2m,gnps_motif_15.m2m	
13939	cosine	13939	0.0	1.0	1.0	1.0	-1		
1599	cosine	1599	0.0	1.0	1.0	1.0	-1		
10364	cosine	10364	0.0	1.0	1.0	1.0	-1		
2442	cosine	2442	0.0	1.0	1.0	1.0	-1		
9972	cosine	9972	0.0	1.0	1.0	1.0	-1		
10922	cosine	10922	0.0	1.0	1.0	1.0	-1		
11781	cosine	11781	0.0	1.0	1.0	1.0	-1		
13868	cosine	13868	0.0	1.0	1.0	1.0	-1		
14358	cosine	14358	0.0	1.0	1.0	1.0	-1		
11288	cosine	11288	0.0	1.0	1.0	1.0	-1		
14528	cosine	14528	0.0	1.0	1.0	1.0	-1	urine_mass2motif_159.m2m	
13000	cosine	13000	0.0	1.0	1.0	1.0	-1		
14576	cosine	14576	0.0	1.0	1.0	1.0	-1		
13700	cosine	13700	0.0	1.0	1.0	1.0	-1		
13800	cosine	13800	0.0	1.0	1.0	1.0	-1		
13798	cosine	13798	0.0	1.0	1.0	1.0	-1		
11564	cosine	11564	0.0	1.0	1.0	1.0	-1		
7776	cosine	7776	0.0	1.0	1.0	1.0	-1	urine_mass2motif_159.m2m	
11914	cosine	11914	0.0	1.0	1.0	1.0	-1		
12293	cosine	12293	0.0	1.0	1.0	1.0	-1	urine_mass2motif_159.m2m	
9885	cosine	9885	0.0	1.0	1.0	1.0	-1		
713	cosine	713	0.0	1.0	1.0	1.0	-1		
1635	cosine	1635	0.0	1.0	1.0	1.0	-1		
10972	cosine	10972	0.0	1.0	1.0	1.0	-1		
8964	cosine	8964	0.0	1.0	1.0	1.0	-1	gnps_motif_48.m2m	
8457	cosine	8457	0.0	1.0	1.0	1.0	-1	gnps_motif_170.m2m,gnps_motif_11.m2m	
13796	cosine	13796	0.0	1.0	1.0	1.0	-1		
12231	cosine	12231	0.0	1.0	1.0	1.0	-1		
14525	cosine	14525	0.0	1.0	1.0	1.0	-1	urine_mass2motif_159.m2m	
7687	cosine	7687	0.0	1.0	1.0	1.0	-1		
10499	cosine	10499	0.0	1.0	1.0	1.0	-1		
13217	cosine	13217	0.0	1.0	1.0	1.0	-1		
13133	cosine	13133	0.0	1.0	1.0	1.0	-1		
13257	cosine	13257	0.0	1.0	1.0	1.0	-1		
14514	cosine	14514	0.0	1.0	1.0	1.0	-1		
13264	cosine	13264	0.0	1.0	1.0	1.0	-1		
14697	cosine	14697	0.0	1.0	1.0	1.0	-1		
12397	cosine	12397	0.0	1.0	1.0	1.0	-1		
14305	cosine	14305	0.0	1.0	1.0	1.0	-1		
7118	cosine	7118	0.0	1.0	1.0	1.0	-1		
8006	cosine	8006	0.0	1.0	1.0	1.0	-1		
8334	cosine	8334	0.0	1.0	1.0	1.0	-1		
12386	cosine	12386	0.0	1.0	1.0	1.0	-1		
10210	cosine	10210	0.0	1.0	1.0	1.0	-1		
13272	cosine	13272	0.0	1.0	1.0	1.0	-1		
11770	cosine	11770	0.0	1.0	1.0	1.0	-1		
12209	cosine	12209	0.0	1.0	1.0	1.0	-1		
11501	cosine	11501	0.0	1.0	1.0	1.0	-1		
12241	cosine	12241	0.0	1.0	1.0	1.0	-1		
13310	cosine	13310	0.0	1.0	1.0	1.0	-1		
14212	cosine	14212	0.0	1.0	1.0	1.0	-1	urine_mass2motif_159.m2m	
8818	cosine	8818	0.0	1.0	1.0	1.0	-1		
3849	cosine	3849	0.0	1.0	1.0	1.0	-1		
13495	cosine	13495	0.0	1.0	1.0	1.0	-1		
13101	cosine	13101	0.0	1.0	1.0	1.0	-1		
14539	cosine	14539	0.0	1.0	1.0	1.0	-1		
13969	cosine	13969	0.0	1.0	1.0	1.0	-1		
13579	cosine	13579	0.0	1.0	1.0	1.0	-1		
7990	cosine	7990	0.0	1.0	1.0	1.0	-1		
9870	cosine	9870	0.0	1.0	1.0	1.0	-1	gnps_motif_170.m2m	
9305	cosine	9305	0.0	1.0	1.0	1.0	-1	urine_mass2motif_159.m2m	
12043	cosine	12043	0.0	1.0	1.0	1.0	-1	gnps_motif_15.m2m	
10753	cosine	10753	0.0	1.0	1.0	1.0	-1	gnps_motif_15.m2m	
11737	cosine	11737	0.0	1.0	1.0	1.0	-1		
12578	cosine	12578	0.0	1.0	1.0	1.0	-1		
13707	cosine	13707	0.0	1.0	1.0	1.0	-1		
2005	cosine	2005	0.0	1.0	1.0	1.0	-1	gnps_motif_14.m2m	
8869	cosine	8869	0.0	1.0	1.0	1.0	-1		
8302	cosine	8302	0.0	1.0	1.0	1.0	-1		
12232	cosine	12232	0.0	1.0	1.0	1.0	-1		
8631	cosine	8631	0.0	1.0	1.0	1.0	-1		
4491	cosine	4491	0.0	1.0	1.0	1.0	-1		
12332	cosine	12332	0.0	1.0	1.0	1.0	-1		
14223	cosine	14223	0.0	1.0	1.0	1.0	-1		
9998	cosine	9998	0.0	1.0	1.0	1.0	-1		
13740	cosine	13740	0.0	1.0	1.0	1.0	-1		
14519	cosine	14519	0.0	1.0	1.0	1.0	-1		
11653	cosine	11653	0.0	1.0	1.0	1.0	-1		
13732	cosine	13732	0.0	1.0	1.0	1.0	-1		
13124	cosine	13124	0.0	1.0	1.0	1.0	-1		
1941	cosine	1941	0.0	1.0	1.0	1.0	-1		
8219	cosine	8219	0.0	1.0	1.0	1.0	-1		
4431	cosine	4431	0.0	1.0	1.0	1.0	-1		
7835	cosine	7835	0.0	1.0	1.0	1.0	-1		
14210	cosine	14210	0.0	1.0	1.0	1.0	-1		
14168	cosine	14168	0.0	1.0	1.0	1.0	-1		
13872	cosine	13872	0.0	1.0	1.0	1.0	-1		
13734	cosine	13734	0.0	1.0	1.0	1.0	-1		
12351	cosine	12351	0.0	1.0	1.0	1.0	-1		
12998	cosine	12998	0.0	1.0	1.0	1.0	-1		
5623	cosine	5623	0.0	1.0	1.0	1.0	-1		
8110	cosine	8110	0.0	1.0	1.0	1.0	-1		
8277	cosine	8277	0.0	1.0	1.0	1.0	-1		
7721	cosine	7721	0.0	1.0	1.0	1.0	-1		
11123	cosine	11123	0.0	1.0	1.0	1.0	-1		
10473	cosine	10473	0.0	1.0	1.0	1.0	-1		
12781	cosine	12781	0.0	1.0	1.0	1.0	-1	gnps_motif_15.m2m	
14287	cosine	14287	0.0	1.0	1.0	1.0	-1		
14477	cosine	14477	0.0	1.0	1.0	1.0	-1		
14081	cosine	14081	0.0	1.0	1.0	1.0	-1		
13943	cosine	13943	0.0	1.0	1.0	1.0	-1	urine_mass2motif_159.m2m	
10138	cosine	10138	0.0	1.0	1.0	1.0	-1		
11195	cosine	11195	0.0	1.0	1.0	1.0	-1	gnps_motif_15.m2m	
8576	cosine	8576	0.0	1.0	1.0	1.0	-1		
7859	cosine	7859	0.0	1.0	1.0	1.0	-1		
9033	cosine	9033	0.0	1.0	1.0	1.0	-1	gnps_motif_48.m2m	
7711	cosine	7711	0.0	1.0	1.0	1.0	-1		
13577	cosine	13577	0.0	1.0	1.0	1.0	-1		
13636	cosine	13636	0.0	1.0	1.0	1.0	-1		
13742	cosine	13742	0.0	1.0	1.0	1.0	-1		
14275	cosine	14275	0.0	1.0	1.0	1.0	-1		
10868	cosine	10868	0.0	1.0	1.0	1.0	-1		
14544	cosine	14544	0.0	1.0	1.0	1.0	-1		
12342	cosine	12342	0.0	1.0	1.0	1.0	-1		
14612	cosine	14612	0.0	1.0	1.0	1.0	-1	urine_mass2motif_159.m2m	
12346	cosine	12346	0.0	1.0	1.0	1.0	-1	urine_mass2motif_159.m2m	
4464	cosine	4464	0.0	1.0	1.0	1.0	-1		
9672	cosine	9672	0.0	1.0	1.0	1.0	-1		
12790	cosine	12790	0.0	1.0	1.0	1.0	-1		
11801	cosine	11801	0.0	1.0	1.0	1.0	-1		
7124	cosine	7124	0.0	1.0	1.0	1.0	-1		
13476	cosine	13476	0.0	1.0	1.0	1.0	-1	urine_mass2motif_159.m2m	
14113	cosine	14113	0.0	1.0	1.0	1.0	-1	urine_mass2motif_159.m2m	
14574	cosine	14574	0.0	1.0	1.0	1.0	-1		
14246	cosine	14246	0.0	1.0	1.0	1.0	-1		
14678	cosine	14678	0.0	1.0	1.0	1.0	-1		
1446	cosine	1446	0.0	1.0	1.0	1.0	-1		
14603	cosine	14603	0.0	1.0	1.0	1.0	-1	urine_mass2motif_159.m2m	
9405	cosine	9405	0.0	1.0	1.0	1.0	-1		
14188	cosine	14188	0.0	1.0	1.0	1.0	-1	urine_mass2motif_159.m2m	
10970	cosine	10970	0.0	1.0	1.0	1.0	-1		
5765	cosine	5765	0.0	1.0	1.0	1.0	-1		
8352	cosine	8352	0.0	1.0	1.0	1.0	-1		
8396	cosine	8396	0.0	1.0	1.0	1.0	-1		
2675	cosine	2675	0.0	1.0	1.0	1.0	-1	gnps_motif_3.m2m	
13120	cosine	13120	0.0	1.0	1.0	1.0	-1		
2920	cosine	2920	0.0	1.0	1.0	1.0	-1		
8986	cosine	8986	0.0	1.0	1.0	1.0	-1	gnps_motif_48.m2m	
11697	cosine	11697	0.0	1.0	1.0	1.0	-1		
12795	cosine	12795	0.0	1.0	1.0	1.0	-1		
13207	cosine	13207	0.0	1.0	1.0	1.0	-1		
14649	cosine	14649	0.0	1.0	1.0	1.0	-1	urine_mass2motif_159.m2m	
13099	cosine	13099	0.0	1.0	1.0	1.0	-1		
14650	cosine	14650	0.0	1.0	1.0	1.0	-1	urine_mass2motif_159.m2m	
14681	cosine	14681	0.0	1.0	1.0	1.0	-1	urine_mass2motif_159.m2m	
1419	cosine	1419	0.0	1.0	1.0	1.0	-1		
7972	cosine	7972	0.0	1.0	1.0	1.0	-1		
9183	cosine	9183	0.0	1.0	1.0	1.0	-1		
13540	cosine	13540	0.0	1.0	1.0	1.0	-1		
14065	cosine	14065	0.0	1.0	1.0	1.0	-1	urine_mass2motif_159.m2m	
2080	cosine	2080	0.0	1.0	1.0	1.0	-1		
1440	cosine	1440	0.0	1.0	1.0	1.0	-1		
14298	cosine	14298	0.0	1.0	1.0	1.0	-1		
10175	cosine	10175	0.0	1.0	1.0	1.0	-1		
10925	cosine	10925	0.0	1.0	1.0	1.0	-1		
14550	cosine	14550	0.0	1.0	1.0	1.0	-1	urine_mass2motif_159.m2m	
9973	cosine	9973	0.0	1.0	1.0	1.0	-1		
14618	cosine	14618	0.0	1.0	1.0	1.0	-1	urine_mass2motif_159.m2m	
14317	cosine	14317	0.0	1.0	1.0	1.0	-1		
11988	cosine	11988	0.0	1.0	1.0	1.0	-1		
13693	cosine	13693	0.0	1.0	1.0	1.0	-1		
14392	cosine	14392	0.0	1.0	1.0	1.0	-1	urine_mass2motif_159.m2m	
14615	cosine	14615	0.0	1.0	1.0	1.0	-1	urine_mass2motif_159.m2m	
13699	cosine	13699	0.0	1.0	1.0	1.0	-1		
1421	cosine	1421	0.0	1.0	1.0	1.0	-1		
7971	cosine	7971	0.0	1.0	1.0	1.0	-1		
9173	cosine	9173	0.0	1.0	1.0	1.0	-1		
9853	cosine	9853	0.0	1.0	1.0	1.0	-1		
14181	cosine	14181	0.0	1.0	1.0	1.0	-1		
12159	cosine	12159	0.0	1.0	1.0	1.0	-1	urine_mass2motif_159.m2m,gnps_motif_15.m2m	
13873	cosine	13873	0.0	1.0	1.0	1.0	-1		
14473	cosine	14473	0.0	1.0	1.0	1.0	-1		
14624	cosine	14624	0.0	1.0	1.0	1.0	-1		
14602	cosine	14602	0.0	1.0	1.0	1.0	-1	urine_mass2motif_159.m2m	
10699	cosine	10699	0.0	1.0	1.0	1.0	-1	gnps_motif_15.m2m	
14608	cosine	14608	0.0	1.0	1.0	1.0	-1	urine_mass2motif_159.m2m	
12309	cosine	12309	0.0	1.0	1.0	1.0	-1		
13527	cosine	13527	0.0	1.0	1.0	1.0	-1		
